"Account","Flag","Check Number","Date","Payee","Category","Master Category","Sub Category","Memo","Outflow","Inflow","Cleared","Running Balance"
"Us Bank",,,10/17/2013,"Download from usbank.com. VENMO 646-863-9557NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.00,$0.00,R,$4795.79
"Us Bank",,,10/17/2013,"Download from usbank.com. Spotify USA 877-778-1161NY","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$9.99,$0.00,R,$4785.80
"Us Bank",,,10/17/2013,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$15.15,$0.00,R,$4770.65
"Us Bank",,,10/17/2013,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$20.97,$0.00,R,$4749.68
"Us Bank",,,10/17/2013,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$29.98,$0.00,R,$4719.70
"Us Bank",,,10/17/2013,"Download from usbank.com. AMAZON MKTPLACE AMZN.COM/BILWA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$30.34,$0.00,R,$4689.36
"Us Bank",,,10/18/2013,"Download from usbank.com. WOK SHOP CAFE INSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$25.40,$0.00,R,$4663.96
"Us Bank",,,10/18/2013,"Download from usbank.com. MODCLOTH INC. 888-4959699 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$119.06,$0.00,R,$4544.90
"Us Bank",,,10/20/2013,"Reconciliation Balance Adjustment","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money","9.33",$9.33,$0.00,R,$4535.57
"Us Bank",,,10/21/2013,"Download from usbank.com. CUP A JOES COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.50,$0.00,R,$4531.07
"Us Bank",,,10/21/2013,"Download from usbank.com. THE CELLAR SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.50,$0.00,R,$4526.57
"Us Bank",,,10/21/2013,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$6.51,$0.00,R,$4520.06
"Us Bank",,,10/21/2013,"Download from usbank.com. HLU*HuluPlus 541HULU.COM/BILCA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$7.99,$0.00,R,$4512.07
"Us Bank",,,10/21/2013,"Download from usbank.com. SUTTER FINE FOODSAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$10.86,$0.00,R,$4501.21
"Us Bank",,,10/21/2013,"Download from usbank.com. LYFT 855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$11.00,$0.00,R,$4490.21
"Us Bank",,,10/21/2013,"Download from usbank.com. THE CELLAR SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.00,$0.00,R,$4477.21
"Us Bank",,,10/21/2013,"Download from usbank.com. EPICENTER CAFE SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$18.22,$0.00,R,$4458.99
"Us Bank",,,10/21/2013,"Download from usbank.com. BITE SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$18.64,$0.00,R,$4440.35
"Us Bank",,,10/21/2013,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$27.00,$0.00,R,$4413.35
"Us Bank",,,10/21/2013,"Download from usbank.com. MYMY COFFEE SHOPSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$28.82,$0.00,R,$4384.53
"Us Bank",,,10/21/2013,"Download from usbank.com. JASPERS CORNER TSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$50.37,$0.00,R,$4334.16
"Us Bank",,,10/21/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$62.35,$0.00,R,$4271.81
"Us Bank",,,10/21/2013,"Download from usbank.com. 647 Valencia St San FranciscCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$62.50,$0.00,R,$4209.31
"Us Bank",,,10/21/2013,"Download from usbank.com. GE Capital",,,,,$116.00,$0.00,R,$4093.31
"Us Bank",,,10/21/2013,"Download from usbank.com. ATT","Monthly Bills:Cell Phone","Monthly Bills","Cell Phone",,$326.21,$0.00,R,$3767.10
"Us Bank",,,10/21/2013,"Download from usbank.com. 7246","Debt:Eric's Credit Card","Debt","Eric's Credit Card",,$750.00,$0.00,R,$3017.10
"Us Bank",,,10/22/2013,"Download from usbank.com. THE CELLAR SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.00,$0.00,R,$3013.10
"Us Bank",,,10/22/2013,"Download from usbank.com. CAPITAL ONE 360 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.00,$0.00,R,$3002.10
"Us Bank",,,10/22/2013,"Download from usbank.com. THE CELLAR SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.00,$0.00,R,$2991.10
"Us Bank",,,10/22/2013,"Download from usbank.com. CVS 10080 SAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$15.65,$0.00,R,$2975.45
"Us Bank",,,10/22/2013,"Download from usbank.com. FLY SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$62.65,$0.00,R,$2912.80
"Us Bank",,,10/22/2013,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$93.87,$0.00,R,$2818.93
"Us Bank",,,10/23/2013,"Download from usbank.com. THE IRON CACTUS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.00,$0.00,R,$2813.93
"Us Bank",,,10/23/2013,"Download from usbank.com. THE IRON CACTUS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.18,$0.00,R,$2806.75
"Us Bank",,,10/23/2013,"Download from usbank.com. DAVID HOLT SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$60.00,$0.00,R,$2746.75
"Us Bank",,,10/24/2013,"Download from usbank.com. USPS 0568320009 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.12,$0.00,R,$2745.63
"Us Bank",,,10/24/2013,"Download from usbank.com. ADY*Uber Technol866-5761039 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.25,$0.00,R,$2737.38
"Us Bank",,,10/24/2013,"Download from usbank.com. PAYPAL","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$54.00,$0.00,R,$2683.38
"Us Bank",,,10/25/2013,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1451.20,R,$4134.58
"Us Bank",,,10/25/2013,"Download from usbank.com. HLU*HuluPlus 111HULU.COM/BILCA","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$7.99,$0.00,R,$4126.59
"Us Bank",,,10/28/2013,"Download from usbank.com. STARBUCKS #14393San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$3.65,$0.00,R,$4122.94
"Us Bank",,,10/28/2013,"Download from usbank.com. THE CELLAR SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.00,$0.00,R,$4118.94
"Us Bank",,,10/28/2013,"Download from usbank.com. AMC VAN NESS 14 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.75,$0.00,R,$4114.19
"Us Bank",,,10/28/2013,"Download from usbank.com. APL*APPLE ITUNES866-712-7753CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$4.99,$0.00,R,$4109.20
"Us Bank",,,10/28/2013,"Download from usbank.com. STARBUCKS #05517San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.60,$0.00,R,$4103.60
"Us Bank",,,10/28/2013,"Download from usbank.com. CUP A JOES COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.00,$0.00,R,$4094.60
"Us Bank",,,10/28/2013,"Download from usbank.com. VENMO 646-863-9557NY","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,R,$4084.60
"Us Bank",,,10/28/2013,"Download from usbank.com. THE CELLAR SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.88,$0.00,R,$4073.72
"Us Bank",,,10/28/2013,"Download from usbank.com. BROWNIES ACE HARSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.07,$0.00,R,$4062.65
"Us Bank",,,10/28/2013,"Download from usbank.com. GEORGE MARKET/22SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$13.99,$0.00,R,$4048.66
"Us Bank",,,10/28/2013,"Download from usbank.com. AMC VAN NESS 14 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$14.00,$0.00,R,$4034.66
"Us Bank",,,10/28/2013,"Download from usbank.com. CHIPOTLE 1857 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$15.12,$0.00,R,$4019.54
"Us Bank",,,10/28/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$15.86,$0.00,R,$4003.68
"Us Bank",,,10/28/2013,"Download from usbank.com. AMERICAN APPARELSAN FRANCISCCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$17.40,$0.00,R,$3986.28
"Us Bank",,,10/28/2013,"Download from usbank.com. WOK SHOP CAFE INSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$23.10,$0.00,R,$3963.18
"Us Bank",,,10/28/2013,"Download from usbank.com. SQ *JAMES L CHENSan FranciscCA","Everyday Expenses:Medical","Everyday Expenses","Medical",,$25.00,$0.00,R,$3938.18
"Us Bank",,,10/28/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$25.43,$0.00,R,$3912.75
"Us Bank",,,10/28/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$28.41,$0.00,R,$3884.34
"Us Bank",,,10/28/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$37.73,$0.00,R,$3846.61
"Us Bank",,,10/28/2013,"Download from usbank.com. SY8 COLE HARDWARSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$44.59,$0.00,R,$3802.02
"Us Bank",,,10/28/2013,"Download from usbank.com. MODCLOTH INC. 888-4959699 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$59.54,$0.00,R,$3742.48
"Us Bank",,,10/28/2013,"Download from usbank.com. SQ *BEAUTIFIED SSan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$60.00,$0.00,R,$3682.48
"Us Bank",,,10/28/2013,"Download from usbank.com. INSTACART 206-953-2159CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$104.11,$0.00,R,$3578.37
"Us Bank",,,10/29/2013,"Download from usbank.com. SQ *ONENINETYSEVSan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$3.50,$0.00,R,$3574.87
"Us Bank",,,10/29/2013,"Download from usbank.com. BITE SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$11.06,$0.00,R,$3563.81
"Us Bank",,,10/29/2013,"Download from usbank.com. WALGREENS 500 GESAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$15.16,$0.00,R,$3548.65
"Us Bank",,,10/29/2013,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$15.54,$0.00,R,$3533.11
"Us Bank",,,10/29/2013,"Download from usbank.com. BROWNIES ACE HARSAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$41.98,$0.00,R,$3491.13
"Us Bank",,,10/29/2013,"Download from usbank.com. EB *CRAWLOWEEN AEVENTBRITE.CCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$68.25,$0.00,R,$3422.88
"Us Bank",,,10/30/2013,"Download from usbank.com. INSTACART 2069532159 CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$0.00,$1.97,R,$3424.85
"Us Bank",,,10/30/2013,"Download from usbank.com. INSTACART 206-953-2159CA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$5.00,$0.00,R,$3419.85
"Us Bank",,,10/31/2013,"Download from usbank.com. SQWIGGLE INC","Income:Available this month","Income","Available this month",,$0.00,$1783.36,R,$5203.21
"Us Bank",,,10/31/2013,"Download from usbank.com. ADY*Uber Technol866-5761039 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$1.00,$0.00,R,$5202.21
"Us Bank",,,10/31/2013,"Download from usbank.com. SF PARTY SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.43,$0.00,R,$5196.78
"Us Bank",,,10/31/2013,"Download from usbank.com. SQ *MIGHTY San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.00,$0.00,R,$5189.78
"Us Bank",,,10/31/2013,"Download from usbank.com. SQ *MIGHTY      San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.00,$0.00,R,$5182.78
"Us Bank",,,10/31/2013,"Download from usbank.com. LYFT            855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$12.00,$0.00,R,$5170.78
"Us Bank",,,10/31/2013,"Download from usbank.com. SQ *MIGHTY San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$23.00,$0.00,R,$5147.78
"Us Bank",,,11/01/2013,"Download from usbank.com. ADY*Uber Technol866-5761039 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.75,$0.00,R,$5142.03
"Us Bank",,,11/01/2013,"Download from usbank.com. CHIPOTLE 1857 SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$7.56,$0.00,R,$5134.47
"Us Bank",,,11/01/2013,"Download from usbank.com. SQ *ONENINETYSEVSan FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$10.00,$0.00,R,$5124.47
"Us Bank",,,11/01/2013,"Download from usbank.com. LYFT 855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$11.00,$0.00,R,$5113.47
"Us Bank",,,11/01/2013,"Download from usbank.com. AMERICAN APPARELSAN FRANCISCCA","Everyday Expenses:Clothing","Everyday Expenses","Clothing",,$17.40,$0.00,R,$5096.07
"Us Bank",,,11/01/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$25.43,$0.00,R,$5070.64
"Us Bank",,,11/01/2013,"Download from usbank.com. MET CAS INS CO","Monthly Bills:Car Insurance","Monthly Bills","Car Insurance",,$46.00,$0.00,R,$5024.64
"Us Bank",,,11/04/2013,"Download from usbank.com. 110213PLUSTERM1000 Van Ness AvSan FranciscCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.50,$0.00,R,$5022.14
"Us Bank",,,11/04/2013,"Download from usbank.com. BEVERAGES & MORESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$6.51,$0.00,R,$5015.63
"Us Bank",,,11/04/2013,"Download from usbank.com. BELLISSIMO PIZZASAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$8.75,$0.00,R,$5006.88
"Us Bank",,,11/04/2013,"Download from usbank.com. LYFT 855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$12.00,$0.00,R,$4994.88
"Us Bank",,,11/04/2013,"Download from usbank.com. CUP A JOES COFFESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$12.50,$0.00,R,$4982.38
"Us Bank",,,11/04/2013,"Download from usbank.com. LYFT 855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$15.00,$0.00,R,$4967.38
"Us Bank",,,11/04/2013,"Reconciliation Balance Adjustment","Income:Available this month","Income","Available this month","Entered automatically by YNAB",$18.23,$0.00,R,$4949.15
"Us Bank",,,11/04/2013,"Download from usbank.com. CAFE DIVIS SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$20.39,$0.00,R,$4928.76
"Us Bank",,,11/04/2013,"Download from usbank.com. LYFT 855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$21.00,$0.00,R,$4907.76
"Us Bank",,,11/04/2013,"Download from usbank.com. BEVERAGES & MORESAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$26.09,$0.00,R,$4881.67
"Us Bank",,,11/04/2013,"Download from usbank.com. TACOLICIOUS II SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$29.23,$0.00,R,$4852.44
"Us Bank",,,11/04/2013,"Download from usbank.com. CVS 10080 SAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$29.62,$0.00,R,$4822.82
"Us Bank",,,11/04/2013,"Download from usbank.com. US BANK CASTRO SAN FRANCISCCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$40.00,$0.00,R,$4782.82
"Us Bank",,,11/04/2013,"Download from usbank.com. GOOGLE*ADWS","Monthly Bills:Web Stuff","Monthly Bills","Web Stuff",,$53.16,$0.00,R,$4729.66
"Us Bank",,,11/04/2013,"Download from usbank.com. TRADER JOE'S #20SAN FRANCISCCA","Everyday Expenses:Groceries","Everyday Expenses","Groceries",,$83.27,$0.00,R,$4646.39
"Us Bank",,,11/04/2013,"Download from usbank.com. 1000 Van Ness AvSan FranciscCAUS1","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$122.75,$0.00,R,$4523.64
"Us Bank",,,11/06/2013,"Download from usbank.com. PGANDE","Monthly Bills:Utilities","Monthly Bills","Utilities",,$47.81,$0.00,R,$4475.83
"Us Bank",,,11/06/2013,"Download from usbank.com. COMCAST CALIFORN800-COMCAST CA","Monthly Bills:Internet","Monthly Bills","Internet",,$145.12,$0.00,R,$4330.71
"Us Bank",,,11/07/2013,"Download from usbank.com. WALGREENS 500 GESAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$11.90,$0.00,R,$4318.81
"Us Bank",,,11/08/2013,"Download from usbank.com. MODCLOTH INC","Income:Available this month","Income","Available this month",,$0.00,$1451.21,R,$5770.02
"Us Bank",,,11/08/2013,"Download from usbank.com. WALGREENS 1300 BSAN FRANCISCCA","Everyday Expenses:Household Goods","Everyday Expenses","Household Goods",,$27.49,$0.00,R,$5742.53
"Us Bank",,,11/09/2013,"Reconciliation Balance Adjustment","Income:Available this month","Income","Available this month","Entered automatically by YNAB",$89.00,$0.00,R,$5653.53
"Us Bank",,,11/12/2013,"Download from usbank.com. MODCLOTH INC. 888-4959699 CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$0.00,$9.93,R,$5663.46
"Us Bank",,,11/12/2013,"Download from usbank.com. STARBUCKS #05752San FranciscCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$2.15,$0.00,R,$5661.31
"Us Bank",,,11/12/2013,"Download from usbank.com. APL*APPLE ITUNES866-712-7753CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$3.99,$0.00,R,$5657.32
"Us Bank",,,11/12/2013,"Download from usbank.com. THE POSH BAGEL SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.49,$0.00,R,$5651.83
"Us Bank",,,11/12/2013,"Download from usbank.com. APL*APPLE ITUNES866-712-7753CA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$5.98,$0.00,R,$5645.85
"Us Bank",,,11/12/2013,"Download from usbank.com. BAR BASIC SAN FRANCISCCA","Everyday Expenses:Spending Money","Everyday Expenses","Spending Money",,$9.00,$0.00,R,$5636.85
"Us Bank",,,11/12/2013,"Download from usbank.com. LYFT 855-865-9553CA","Everyday Expenses:Transportation","Everyday Expenses","Transportation",,$10.00,$0.00,R,$5626.85
